,date,top_50_trends
479,2020-04-24,"['winfield', 'diggs', 'aiyuk', 'jordyn brooks', '38baby2', 'dobbins', 'seahawks', 'kinlaw', 'rhony', 'murray', 'higgins', 'broncos', 'jalen', 'niners', 'clyde edwards', 'kali uchis', 'mckinney', 'goodell', 'jerry jones', 'happinesscontinues', 'patrick queen', '49ers', 'vikings', 'swift', 'lysol', 'chiefs', 'k camp', 'cudi', 'lamb', 'raiders', 'jefferson', 'youngboy', 'cowboys', 'rodgers', 'winfield', 'diggs', 'aiyuk', 'jordyn brooks', '38baby2', 'dobbins', 'seahawks', 'kinlaw', 'rhony', 'murray', 'higgins', 'broncos', 'jalen', 'niners', 'clyde edwards', 'kali uchis']"
480,2020-04-25,"['insteadofatrumprally', 'kanyewest', 'screenshotsaturday', 'weneedacurefor', 'watchalita', 'healthevoiceslive', 'readathon', 'smileydaesungday', 'yellowsublive', 'pokemongocommunityday', 'yiaygive', 'cnnsesamestreet', 'arianatorfestival', 'worldpenguinday', 'april25th', 'kindergarten', 'anthony mcfarland', 'troy pride', 'akeem davis', 'solomon kindley', 'darnay holmes', 'weaver', 'logan stenberg', 'mykal walker', 'regina hall', 'joshua kelley', 'saahdiq charles', 'alinity', 'reggie robinson', 'kj hill', 'ben bartch', 'drita', 'john simpson', 'danny manning', 'albert o', 'randy rainbow', 'scream 3', 'perine', 'harrison bryant', 'bryce hall', 'bret stephens', 'thankyouyoongi', 'alpacino', 'njoku', 'eason', 'dropoutbiden', 'saturdaythoughts', 'joe staley', 'trent williams', 'kimjongundead']"
481,2020-04-26,"['1yearofme', 'iwasblamed', 'yateapr', 'thelastkingdom', 'shakespearesunday', 'lovatovirtualconcert', 'noiralley', 'datemyfamilly', 'meetthepress', 'cnnsotu', 'askcait', 'karensongsandbands', 'gemselcaday', 'iwannago', 'oddplacesihadsexin', 'loyallocksmith', 'shippuden', 'nationalpretzelday', 'amjoy', 'covidsafe', 'brees and payton', 'jamies', 'whitmer - snl', 'willie dixon', 'matt bomer', 'the demon', 'emmaus', 'feliz domingo', 'flight club', 'barry diller', 'orcs', 'transformation church', 'anne 300k', 'relationship goals reloaded', 'flotus', 'cordae', 'pj tucker', 'avengersendgame', 'we stand behind the president', 'land o lakes', 'brad pitt', 'happy birthday melania', 'alienday', 'jameis', 'lesbianvisibilityday', 'overtons', 'sundayvibes', 'atouchmore', 'phasesoneyear', 'unsanitizeamovie']"
482,2020-04-27,"['belowdeckmed', 'cupofjoezoomparty', 'jcpsdigin', 'silentoneau', 'twitchdown', 'makerparkradio', '95braves', 'mycomfortneedsare', 'mondaymixer', 'impactthenarrative', 'formativechat', 'yiaykiss', 'blindguess', 'protectthehomeless', 'ibottagreengiveaway', 'wewantdrfaucidailybriefings', 'riggedkackis', 'neverhaveiever', 'chimein', 'eavan boland', 'reopen nc', 'olivia nuzzi', 'will cain', 'high speed', 'bts paved the way', 'amoeba', 'hellraiser', 'happy birthday lulu', 'ben wallace', 'never have i ever', 'get draymond', 'moist', 'kevin jonas', 'bowman', 'bill simmons', 'three 6', 'dr. breen', 'john mcdonough', 'rose garden', 'barter 6', 'diamond & silk', 'greg abbott', 'thingsrichpeoplebuy', 'lea michele', 'howard stern', 'maythe4th', 'quarantineabook', 'avengersassemble', 'berniecomeback', 'ufos']"
483,2020-04-28,"['qexac', 'chatwithntoy19', 'cincotogo', 'opinioncasserole', 'peoplevscongress', 'coulduseabeer', 'nwhldraft', 'deepthoughtsfromcdc', 'narrativetelephone', 'justice4jah', 'imstillhere', 'artvsartist2020', 'presidentpinesol', 'oscars', 'blueangels', 'pirates', 'mall cop', 'tornado warning', 'rodney anderson', 'jeff weaver', 'vance joseph', 'jeff flake', 'hadid', 'gillibrand', 'congrats kayla', 'economic intercourse', 'travis meyer', 'kendo', 'ninjala', 'are dms', 'zayn is gonna be a dad', 'congrats carson', 'sinatraa', 'tape', 'harry and niall', 'arrogant', 'quid', 'defense production act', 'forthesakeofthegreatergood', 'soy de puerto rico', 'aliensarereal', 'prager', 'tupac shakur', 'twitter dms', 'momsbasement_spotify', 'stillwithher', 'dunkey', 'opencalifornianow', 'pence', 'gigi']"
484,2020-04-29,"['fedonrajj', 'ftvcarepackage', 'wallpaperwednesday', 'denimday', 'hobicult', 'remdesivir', 'trumpsthekingof', 'black flag', 'crenshaw mall', 'harrison ford', 'palm beach', 'lowry', 'strawberry swing', 'cooperstown', 'spinosaurus', 'rihanna and rico', 'ducey', 'pearl jam', 'corey clement', 'uniqua', 'kamaiyah', 'odyssey', 'kendall jenner', 'parscale', 'tidal', 'say so', 'led zeppelin', 'linkin park', 'internationaldanceday', 'askagbarr', 'big b', 'telvin smith', 'sm_이태용_지켜', 'assassinscreedvalhalla', 'ben shapiro', 'saysoremix', 'nicki', 'beyoncé', 'semrushchat', 'donotopencalifornia', 'seizethelight', 'coms3320', 'got7nbtm_1stwin', 'worldwishday', 'ridinwithnctdream', 'welcomebackwonho', 'dayofdh2020', 'sexysandwiches', 'askagbarr', 'hairstyleasong']"
485,2020-04-30,"['playaparttogether', 'ilovetaeyong', 'utahstrong', 'atelierryza', 'teamhunter', 'verifyjd', 'flynnisguilty', 'alwayshappywithbts', 'virusfreevoting', 'anitwtselfieday', 'itsgonnabemay', 'askalex', 'thankyouepicgames', 'thursdayvibes', 'thingsifinddisturbing', 'arraynow', 'james avery', 'charles harris', 'intimidation', 'acid rap', 'older americans month', 'tashaun gipson', 'velox', 'feliz día', 'curtis axel', 'llws', 'giovanni roberto', 'darlington', 'little league world series', 'taco charlton', 'tony allen', 'j. crew', 'arrest', 'paul pierce', 'armed', 'aeropostale', 'artemis', 'new drake', 'john wall', 'black panthers', 'heautifulharries', 'uncle phil', 'firechrishayes', 'realreliefnow', 'tropic thunder', 'hercules', 'joe biden is joe biden', 'space jam 2', 'covid__19', 'michiganprotest']"
486,2020-05-01,"['malibumay7th', 'shakenmartini', 'asktom', 'firstbookhonorroll', 'ironmike', 'ns10v10', 'fursuitfriday', 'thehalfofitnetflix', 'roughnrowdy', 'joonieclub', 'believeinbambamday', 'equityandelearning2020', 'hyperx', 'ncat24', 'evo2020', 'fridayvibes', 'internationalworkersday', 'whenihaveatoughday', 'flashbackfriday', 'decisionday2020', 'cancelrent', 'kohlsthanksmom', 'stuckwithu', 'teamtitan', 'colesprouseisoverparty', 'nationalprincipalsday', 'the1975', 'mentalhealthawarenessmonth', 'flagsoutforflynn', 'halak', 'im sorry ava', 'krug', 'evo online', 'kluber', 'chris thompson', 'trudeau', 'anchorman', 'grim reaper', 'jordan peele', 'jill scott', 'cashappinbio', 'kayleigh mcenany', 'rubi rose', 'splashforce50k', 'ibelievebiden', 'mike tyson', 'twittervskpop', 'huntington beach', 'alex jones', 'freecodefridaycontest']"
487,2020-05-02,"['notificationsquad', 'eurovisionagain', 'badr2d2translations', 'digitaldragcon', 'nbssnl', 'apologizetowendy', 'dvncrownedgrad', 'righttorescue', 'battleofhogwarts', 'ntvdanceparty', 'screenshotsaturday', 'freecomicbookday', 'octaviatried', 'frontyardcookout', 'ariandchill', 'theocho', 'putthingsinperspectiveby', 'worldnakedgardeningday', 'whyweshouldleaveearth', 'yfbuffett', 'indycarchallenge', 'kentuckyderby', 'national mall', 'diodoro', 'mahomes and watson', 'coyote peterson', 'ferrucci', 'gamine', 'pagenaud', 'mitchell trubisky', 'hwasa', 'ian happ', 'jumanji', 'rose byrne', 'dale earnhardt', 'his voice', 'the mountain', 'caren', 'richard petty', 'caturday', 'freecandace', 'noahschnappisoverparty', 'johnny test', 'iamgettingsotiredof', 'thetitleoftrumpsmemoir', 'president bush', 'jeon jungkook', 'wale', 'age of ultron', 'murder hornets']"
488,2020-05-03,"['firesashapezenik', 'relationshipgoalsreloaded', 'daterush', 'holdmybeerand', 'phillypower', 'askjustin', 'billions', 'proinvitationalseries', 'mjraffle2', 'bulletclubday', 'makesmesaymmmm', 'seductivesunday', 'bostonoil', 'fakeskywalkerfacts', 'nkotblive', 'worldpressfreedomday', 'justiceforglory', 'yooniecrew', 'marie harf', 'todd bridges', 'gilinsky', 'north wilkesboro', 'peter gunn', 'daisy mae', 'no lele', 'kudlow', 'urban legend', 'pastor todd', 'rockford files', 'barney miller', 'hit for hit', 'tom perez', 'cody brown', 'cady groves', 'little house', 'hill street blues', 'on my jacket', 'the jeffersons', 'laettner', 'virginity', 'mariano', 'pompeo', 'divorce', 'blue lives matter', 'saysotonumber1', 'huncho jack', 'sundayvibes', 'gojoe', 'quarantinedlgbtq', 'ns10v10']"
489,2020-05-04,"['musicmonday', 'breakthestigma', 'arsd', 'givingtuesday', 'itstinkswhen', 'presidentbarackobama', 'angelicwdwers', 'internationalfirefightersday', 'nikole hannah', 'altoona', 'mandalorian', 'danny mcbride', 'hunter johnson', 'garrett nussmeier', 'the tradition', 'chinese twitter', 'kotor', 'andy lack', 'empire strikes back', 'will clark', 'amanda palmer', 'taika waititi', 'mondaythoughts', 'griffey', 'david spade', 'stashstockparty', 'met gala', 'twilight', 'rogue one', 'don shula', 'chimesweeps', 'nicolas cage', 'teacherappreciationweek2020', 'pulitzer', 'maythe4thbewithyou', 'sdsummit', 'openjoecoldcase', 'riseofskywalker', 'happy_for_taeyeon', 'felizlunes', 'btsworld', 'getwellsoonshownu', 'astro', 'internationalfirefightersday', 'icantstandwaitingfor', 'bensolo', 'kentstatemay4', 'theclonewars', 'presidentbarackobama', 'suho']"
490,2020-05-05,"['자랑스러운_큥이날', 'think2020', 'handsoffmybc', 'mmiw', 'deadlinewh', 'saveourstages', 'irunwithmaud', 'isarecipefordisaster', 'whistleblower', 'ewgc', 'virtualroadtrip', 'quarantinemomquotes', 'campingworld', 'ash archangel', 'neil ferguson', 'shipley', 'utley', 'honeywell', 'loba', 'donna reed', 'enunwa', 'restore illinois', 'uber and lyft', 'nomar', 'daniel radcliffe', 'shanghai disneyland', 'vanessa bryant', 'obamas', 'greg gutfeld', 'mission accomplished', 'frank gore', 'dr. bright', 'songsthatdescribe2020', 'sudafed', 'kurt loder', 'ahmaudarbery', 'tyra', 'teacherappreciationday', 'cincodemayo', 'x æ a-12', 'givingtuesdaynow', 'getupdc', 'bookbirthday', 'nationalastronautday', 'kboonespn', 'punchiscoming', 'freezenon', '5demayo', 'worldasthmaday', 'traveltuesday']"
491,2020-05-06,"['breeze', 'whydontwefromhome', 'titanicsinclairisoverparty', 'aceschat', 'banksy', 'andstillivote', 'stopcovid19hate', 'myfavoritewomanin5words', 'creditchat', 'msbizappssummit', 'clockdown', 'set4success', '2yearswithsingularity', 'handsoffmybc', 'ftvcarepackage', 'newworldwednesday', 'guessingwithgil', 'exposecbs', 'wednesdayvibes', 'matt groening', 'orson welles', 'olivier sarr', 'dr. karen salmon', 'project veritas', 'sad summer', 'jess hilarious', 'ohio house', 'powder blue', 'walla walla', 'another 30', 'the personality', 'willie mays', 'jack edwards', 'ashley benson', 'popular', '115 years', 'new blacks', 'robocop', 'title ix', 'trina', 'becomingnetflix', 'blueangels', 'kraftwerk', 'jerry rice', 'bethany', 'justiceforahmaud', 'chromatica', 'grandma killer', 'adele', 'nationalnursesday']"
492,2020-05-07,"['weirdreasonsformoving', 'americawantslittlemix', 'worldpasswordday', 'lowcodelove', 'smartychat', 'the8_falling_down', 'ecmcfchat', 'stuckwithutonight', 'justiceforseanreed', 'nflschedulerelease', 'whateverychildneedsin5words', 'anitwtselfieday', 'whylucassoldstarwars', 'daisies', 'plandemicdocumentary', 'saysormxparty', 'jet blue', 'congratulations general flynn', 'game of zones', 'yakuza', 'matt miller', 'han jisung', 'black mj', 'christmas day', 'nadler', 'department of justice', 'pianos', 'paul tudor jones', 'van grack', 'texas supreme court', 'low teens', 'neiman marcus', 'souplantation', 'praying mantis', 'thursdayvibes', 'insidexbox', 'jacob wohl', 'nationaldayofprayer', 'megyn kelly', 'jay cutler', 'the doj', 'judge sullivan', 'flynnexonerated', 'ahmaudaubrey', 'death star', 'michael flynn', 'giannis', 'barr', 'morningrushatl', 'blacklivesmatters']"
493,2020-05-08,"['nbskatchup', 'nationalfieldday', 'คั่นกูep12', 'ubicreatesjobs', 'pencefraud', 'solaropposites', 'acevisibilityday', 'stayselcaday', 'absolutelynevertooold', 'nattycommencement', 'fursuitfriday', 'militaryspouseappreciationday', 'gusandeddy', 'fridaymorning', 'flashbackfriday', 'veday75', '6ix9nine', 'kehlaniyoutube', 'irunwithahmaud', 'allstars5', 'cashappinbio', 'jiminie', 'beaver county', 'naval supremacy', 't-1000', 'the king is back', 'marie harf', ""you're mad"", 'sesshomaru', 'jesus is the christ', 'jujubee', 'pete davidson', 'king of new york', 'ms. monopoly', 'dead to me', 'gaylord', 'are you dumb', 'shipment 10v10', 'kimmel', 'shea', 'tekashi', 'boycottcostco', 'iliwys', 'brandon roy', 'trumpdepression', 'stephen miller', 'the1975', 'askhayley', '6ix9ine', 'militaryspouseappreciationday']"
494,2020-05-09,"['backyardblvd', 'baebae_21stbirthday', 'eurovisionagain', 'snowinmay', 'nkotblive', 'captionapersonalpicture', 'psugrad', 'krogerhazardpay', 'couggrad', 'screenshotsaturday', 'gokuday2020', 'msminniememorial', 'nctzenselcaday', 'partyon_bts', 'bighitisoverparty', 'fearlessathome', 'royal toes', 'jesus shuttlesworth', 'uptown records', 'alameda county', 'tyler herro', ""tomorrow is mother's day"", 'knower', 'them 1s', 'alex morgan', 'magic school bus', 'transition', 'lord of the flies', 'dv-i', 'roll', 'lebron vs the east', 'jamie foxx', 'snkrs', 'captainkirkneversaid', 'north wilkesboro', 'tony gwynn', 'charlamagne', 'caturday', 'btsxcottonbowl_d1', 'riplegend', 'secretsky', 'little richard', 'boycottcostco', 'dragrace', 'trumpdepression', 'irunwithmaud', 'hanyonoyashahime', 'tiktokers', 'snowinmay', 'thankyouhaechan']"
495,2020-05-10,"['obxselfiesunday', 'we_wait_for_day6', 'fakelostsockfacts', 'straykidsonlineconcert', 'thelastride', 'truthorconsequences', 'lthometour', 'after the pain', 'august alsina', 'rapaport', 'trumpgate', 'gina ford', 'coach k', 'could surprise', 'anuel', 'len bias', 'norman chad', 'yandel', 'scad', 'milfs', 'madres', 'sundayvibes', 'bad con nicky', 'don omar', 'desi perkins', 'benito', 'happybirthdaycarson', 'moms', 'obamagate', 'trumpsjealousofobama', 'lgbtqgang', 'betty wright', 'bad bunny', ""mother's day"", '정국아사랑해', 'foreverwithnctdream', 'shippuden', 'lgtwins', 'chanyeol', 'pharaoh', 'bigdogsunday', 'toonami', 'ramadanprayerline', 'outlanderfinale', '5월12일_yours_기다리는중', 'outlanderatmidnight', 'yoursmvteaser', 'seductivesunday', 'shakespearesunday', 'nhconsundaybrunch']"
496,2020-05-11,"['saturn25th', 'fuelingthefrontline', 'leybonilla', 'multisareoverparty', 'nationalpoliceweek', 'usedtobemyfavoritetoy', 'askmadison', '13reasonswhy', 'racks 2 skinny', 'dr luke', 'academic all-big ten', 'kemba', 'most white house', 'corner', 'florida tech', 'daniel silva', 'nearly 2000', 'sean doolittle', 'skai jackson', 'dave grohl', 'pennsylvanian', 'no kareem', 'happy halving', 'serenity now', 'clearwater', 'frank costanza', 'dray', 'lizzo', 'mondaymotivation', 'yoko ono', 'billboard hot 100', 'dojaxnickiday', 'splitcoin', 'trumpgate', 'chimesweeps', 'jerry stiller', 'joji', 'corey', 'im_in_trouble', 'iheartbaekhyun', 'national eat what you want day', 'the heartbreak kid', 'happening today', 'fuelingthefrontline', 'new week', 'meet the press', 'nuest', 'chuck todd', 'evelyn vázquez', 'rip arthur']"
497,2020-05-12,"['eurovision', 'sweettalk', 'monbebeselcaday', 'break_the_silence', 'classless', 'whlive2020', 'rejectbailouts', 'tvshowsthatsoundbritish', 'breonnataylor', 'trumptaxreturns', 'internationalnursesday', 'tuesdayvibes', 'house dems', 'sammy watkins', 'mamba', 'beach boys', 'cole world', 'soul tape', 'covert coup', 'alito', 'rolling papers', 'goldfinger', 'tata', 'mirage', 'jeff goldblum', 'carter 4', 'pathfinder', 'american wasteland', 'heroes act', 'beal', 'aimee stephens', 'tim kaine', 'scotus', 'senatehearing', 'robert pattinson', 'apcalc', 'hamilton', 'thps', 'skate 4', 'askdurk', 'watch the throne', 'dr. fauci', 'noalnuevocodigocivil', 'tony hawk', 'rand paul', 'jeffreestarapproved', 'mitb', 'wweraw', 'trumpmeltdown', 'obamagate']"
498,2020-05-13,"['carinapitch', 'wintheera', '513day', 'adweekchat', '준면이_기다리는시간도_행복해', 'sproutsessions', 'signsimhighmaintenance', 'redwave', 'newworldwednesday', 'topgunday', '5yearswithmonstax7', 'happybirthdaycooper', 'matt painter', 'joshua4congress', 'jungkook boxer', 'powell', 'sir duke', 'mayor of boo boo the foolville', 'maize', 'brooklyn throwback', 'ronny', 'nayeon', 'bill russell', 'manafort', 'new mutants', 'aplit', 'wallpaperwednesday', 'kpopstansareoverparty', 'classic white', 'stevie wonder', 'subpoenaobama', 'greta thunberg', 'unreal engine 5', 'red lobster', 'khloe', 'rams', 'boosie', 'watermelonsugar', 'etika30', 'moscowmitchmcconnell', 'twug', 'tuesdaythoughts', 'tuesdayvibes', 'noalnuevocodigocivil', 'obamagate', 'jeffreestarapproved', 'goodguys', 'getupdc', 'morningrushatl', 'songsfromtherefridgerator']"
499,2020-05-14,"['askalibrarian', 'hepfreenyc', 'selfiesforjustin', 'eternitypreview', 'attexplore', 'apchem', '와우가_스며든_우리의_봄날', 'whistleblower', 'btsxorlando', 'covid1948', 'anitwtselfieday', 'jaebeom', 'maxo', 'alan wake', 'nelson peltz', 'feinstein', 'markwayne', 'nojel eastern', 'seven of nine', 'big country', 'duquesne', 'tilly', 'start bam', 'game of zones', 'thousand year door', 'chaeyoung', 'htgawmfinale', 'ari gold', 'gta v', 'georgelucas', 'riverdale', 'sticker star', 'ripamerica', 'thursdaythoughts', 'blake snell', 'safaera', 'burr', 'obamagategate', 'paper mario', 'dr. bright', 'obamagate', 'ufcfightnight', 'watermelonsugar', 'survivorfinale', 'shsu24', 'longliveliby', 'stevie wonder', 'rams', 'red lobster', 'rand paul']"
500,2020-05-15,"['climatemw', 'featurefriday', 'dinosaurday', 'nakbaday', '0613fm_0515', 'scoobmovienight', 'maawebinar', 'internationaldayoffamilies', 'funfactfriday', 'chocolatesongsorbands', 'onlyintermission', 'friyay', 'uscgrad', 'earthquake', 'nationalpizzapartyday', 'handsoffsnap', 'คั่นกูตอนจบ', 'fursuitfriday', 'newmusicfriday', 'abiior', 'strangenewworlds', 'peaceofficersmemorialday', 'blackoutbts', 'apush', 'endangeredspeciesday', 'tzuyu', 'the lancet', 'keyboard warriors', 'mario williams', 'brett brown', 'esper', 'fulmer', 'bob watson', 'atla', 'lambda beta', 'larry fitzgerald', 'james harrison', 'odor', 'truckers', 'katara', 'dino fury', 'taegi', 'giphy', 'chunkydunky', 'avatarthelastairbender', 'fridayfeeling', 'flashbackfriday', 'will smith', 'operation warp speed', 'trumphasnoplan']"
501,2020-05-16,"['trishaskitchen', 'thekitchen', 'trumpdeathtoll88k', 'worldwhiskyday', 'hailtothee2020', 'tttlive', 'virtualdreamin20', 'seeamericaforless', 'imboredbut', 'footballisback', 'traegerday', 'ufcfl', 'rblscf', '2ne11years', 'actionarcade8', 'weishenniezipaiday', 'youwerenotavailablewhen', 'screenshotsaturday', 'caratselcaday', 'amjoy', 'thefinalalbum2', 'bvbs04', 'shanedawsonisoverparty', 'wherealltheinsectshavegone', 'sisterselfies', 'caturday', 'lookman', 'plute', 'cody latimer', 'rosé', 'brandt', 'happy birthday janet', 'sancho', 'havlicek', 'leipzig', 'cousy', 'channing frye', 'haaland', 'gladbach', 'dortmund', 'bundesliga', 'armedforcesday', 'crematedpalette', 'obamacommencement2020', 'grandpa pulte', 'lastnormalphoto', 'inthewater', 'helpateacher', 'mamajune', 'smackdownonfox']"
502,2020-05-17,"['thecrimsonkimono', 'koem05', 'shakespearesunday', 'churchonline', 'zoomdown', 'brownvboard', 'askmajorpod', 'noiralley', 'cnnsotu', 'preciousondaday', 'amjoy', 'meetthepress', 'asktheheel', 'iftrumpcouldhewouldfire', 'miasanmia', 'kugrads', 'idahobit', 'theconversationwas', 'darlingtaeyangday', 'kevingatesvideo', 'drivingrelief', 'wolff', 'chandler moore', 'refried', 'kimmich', 'happy birthday jordan', 'doing really', 'tropical storm arthur', 'weegee', 'pjanic', 'magoo', 'azar', 'koln', 'ron johnson', 'tapper', 'bayern', 'mainz', 'ed oliver', 'stuart scott', 'jihyo', 'summer walker', 'charmander', 'nascarisback', 'eric trump', 'trumpcommencementspeech', 'nationaltrumptwitterblackout', 'gojoe', 'sundayvibes', 'hdynation', 'sequester']"
503,2020-05-18,"['homiletics2020', 'oureuniverseday', 'cantyouseememv', 'missingyoumonday', 'penngrad', 'dahyun_moreandmore', 'txtcomeback', 'confab2020', 'มันส์เผือกxnongmewpigulf', 'aamvirtual', 'ifievermeetmyheroes', 'emsweek', 'ian curtis', 'victoria day', 'pauly d', 'fc seoul', 'unseemly', 'dedicated to touching', 'heatles', 'bellmawr', 'mileena', 'mrna', 'vashtie', 'lakers dynasty', 'happy birthday evan', 'tom joyner', 'kobe and shaq', 'ronan farrow', 'chuck e cheese', 'turd blossom', 'al qaeda', 'bulls in 6', 'warriors in 5', 'mount st. helens', 'jungkookweloveyou', 'theumbrellaacademy', 'moderna', 'shad', 'transition to biden', 'internationalmuseumday', 'haitian', 'karl rove', 'mondaymotivation', 'watermelonsugar', 'rickandmortyseason4', 'whentheyreopenmycity', 'americanidolfinale', 'stargirl', 'watermelomsugar', 'sailormoonredraw']"
504,2020-05-19,"['levelup2x', 'thelastofuspartii', 'sonicmovie', 'blacknarcissus', 'blindguess', 'stupidquestionsfordrfauci', 'girthermovement', 'carnyland', 'appsych', 'bieberxgrandevirtualconcert', 'trumpismorbidlyobese', 'badge of honor', 'say you love me', 'mediaite', 'roshi', 'mcsally', 'miss piggy', 'mafia 2', 'barrett carter', 'edenville dam', 'lisa raye', 'ron artest', 'harry azcrac', 'jermaine o’neal', 'kodai', 'norma mccorvey', 'champ bailey', 'johnson & johnson', 'susan rice', 'jane roe', 'yiayneck', 'cbsn', 'tison', 'whyicheckedmyself', 'mike hunt', 'revengeofthesith', 'taehyun', 'gameofthrones', 'horace', 'krispy kreme', 'fatshaming', 'keemstar', 'joe rogan', 'tatum', 'pier 1', 'ruby rose', 'matt lauer', 'lorde', 'jade_layzhang', 'distraction']"
505,2020-05-20,"['teamsquirtle', 'hbwangels', 'mdmc20', 'moswatchparty', 'chswx', 'darksideofring', 'addaveggietoamovie', 'edp445', 'furiousfruits', 'omahagives', 'pawday', 'imnotamillionairebut', 'pokemonmasters', 'googledoodle', 'voteforyourlife', '2020taglines', 'dangerouswoman', 'costcotison', 'momo_moreandmore', 'askbidenanything', 'trumpdeathtoll92k', 'manofsteelwatchparty', 'shopifyreunite', 'newworldwednesday', 'voter fraud', 'absentee', 'carlos ghosn', 'artscape', 'anne 500k', 'nick the quick', 'sears tower', 'disney springs', 'hump day', 'ighsau', 'michigan and nevada', 'r.i.p. shad', 'chung', 'satoshi', 'rest in peace shad', 'jeff rosenstock', 'midland', 'thankyoubobmorley', 'congratulations tiffany', 'agust d 2', 'obama runtz', 'worldbeeday', 'applications', 'wednesdaywisdom', 'nationalrescuedogday', 'ripshadgaspard']"
506,2020-05-21,"['worldmeditationday', '예삐할리우드_입성_1년차', 'alohamobius', 'askalibrarian', 'internationalteaday', 'jackandyang', 'ntoy20', 'marketingforthenow', 'anitwtselfieday', 'collegeadmissionsscandal', 'baekhyun', 'rednoseday', 'redoskate', 'allforfans', 'biggiesmalls', 'gaad', 'moaselcaday', 'tipsforthenextpresident', 'westgateshooting', 'esb40', 'jeongyeon_moreandmore', 'teenwolfreunion', 'john wallace', 'dem arby', 'jonathan safran foer', 'disclosure', 'del rey', 'nys contact tracing', 'parallel universe', '2020 atlantic', 'double masters', 'pepsi cola', 'ohio state fair', 'happy 40th', 'noaa', 'carly rae jepsen', 'debby', 'suho522day', 'the end of meat is here', 'open skies', 'we love you liam', 'trumpdeathtoll95k', 'azealia', 'atinyselcaday', 'lori loughlin', 'aunt becky', 'pitdark', 'thursdaythoughts', 'lana', 'amphancyclone']"
507,2020-05-22,"['rhodc', 'takeasongonapicnic', 'bitcoinpizzaday', 'pacman40th', 'd2party', 'carbday', 'yanggangforcongress', 'irvingreads', 'meganfoxisfilipino', '143dayinpa', 'harveymilkday', 'nationalmaritimeday', 'biodiversityday', 'focusonthetrumpdeathtoll100k', 'worldgothday', 'flashbackfriday', 'choiceathomecert', 'crime bill', 'dick butkus', 'mike singletary', 'justin smith', 'muddy buddies', '83 sunday', 'symone', 'karachi', 'minnesota state fair', 'puppy chow', 'we love you niall', 'quavo', 'roger a', 'breakfast club', 'rip coach', 'kwame', 'fridayfeeling', 'charlamagne', 'joebidenisaracist', 'agustd2', 'memorialdayweekend', 'jerry sloan', 'youaintblack', 'flashbackfriday', 'youngjae', 'treatsbetterthanreesescups', 'wedafictionalcharacter', 'ruinabandnamewithoneletter', 'ethina', 'askmeech', 'onepiece980', 'notesonaconditionalform', 'fridaymorning']"
508,2020-05-23,"['extremecheapskates', 'youcantstopus', 'new40k', 'myengineerep13', 'mbbsales', 'crazypln', 'shamelessselfpromosaturday', 'thatsreallymessedup', 'rssclassof2020', 'vixx8thanniversary', 'dortmund', 'whatkeepsmepositive', '8finityyearswithjjproject', 'pier45', '6ix9nineisoverparty', 'dpm5k', 'wobbvb', 'ourspringyves', 'fantasiax_is_coming', 'addflowerstoaband', 'worldturtleday', 'pottery barn', 'terrio', 'roly', 'jarrian jones', 'hoodrich pablo juan', 'the marshall mathers lp', 'adidas app', 'we love you harry', 'madison bell', 'john brooks', 'doug jones', 'sope', 'hakimi', 'creek', 'sessions', 'khloe', 'golfing', 'eid mubarak', 'wolfsburg', 'leverkusen', 'tamia', 'joebidenisracist', 'pier 45', 'hilary duff', 'ifiworkedatdundermifflin', 'amjoy', 'riphanakimura', 'saturdaymorning', 'levelofconcern']"
509,2020-05-24,"['bringthemayhem', 'pokemongocommunityday', 'andthatswhyimintimeout', 'hrsocialhour', 'gusandeddy', 'lightitup', 'fightfinished', 'titanic', 'bethehunter', 'allinchallenge', 'lgbtqneveralone', 'coke600', 'championsforcharity', 'panvisibilityday', 'cashapptwitch', 'emojimovie', 'celebratingandreharrell', 'medalist', 'kurt busch', 'uncharted 2', 'did brady', 'what a shot', 'ernie johnson', 'nikki haley', 'chris wallace', 'ann coulter', 'cardibiscoming', 'historymakerv', 'cocacola600', 'tb12', 'ultraprizescramble', 'thematch', 'reiders', 'isitaugustyet', 'peopleskillschat', 'loto', 'differencesbetweentheukandusa', 'meetthepress', 'sapphire', 'shakespearesunday', 'thisweek', 'noiralley', 'alwayzready', '15yearsofrihanna', 'nationalbrothersday', 'bobdylan', 'youcantstopus', 'thematch', 'youaintblackbiden', 'socialdistancingsports']"
510,2020-05-25,"['engsschat', 'makerparkradio', 'foreststudybuddy', 'mutantmemorialday', 'alsco300', 'alwayzready', 'mondaymixer', 'maiselmonday', 'd2sevenparty', 'makeupacrime', 'sfbx', 'mostunmanlypresident', 'thankyouforyourservice', 'cbstaps', 'jimmy cobb', 'emmitt till', 'ultimate karen', 'team snapchat', 'da brat', 'alexa bliss', 'my 7th', '106 & park', 'chasing amy', 'american fraud', 'notification', 'doral', 'chespin', 'rico nasty', 'maxim magazine', 'quilly', 'reviews', 'x æ a-xii', 'soylent green', 'franklin templeton', 'azealia banks', 'fka twigs', 'dave chappelle', 'ticketmaster', 'man b', 'chikorita', 'faze', 'brit hume', 'iamgabbiehanna', 'projectalwaysyou', 'uncut gems', 'orbitswithhaseul', 'cyberpunk2077sweepstakes', 'china virus', 'amy cooper', 'humancapitalstock']"
